callID, phoneNumber, Line, destPhoneNumber, startDate, endDate, startTime, endTime, Type, Cost
73,05401111111,0,08703774444,12/01/2014,12/01/2014,17:45:00,17:56:00,National,44.0
74,05401111111,0,07931444444,03/01/2014,03/01/2014,20:20:00,20:23:00,Mobile,75.0
75,05401111111,0,07931444444,08/01/2014,08/01/2014,19:30:00,19:33:00,Mobile,75.0
76,05401111111,1,07931444444,10/02/2014,10/02/2014,12:55:00,13:00:00,Mobile,75.0
77,05401111111,1,05404444444,23/01/2014,23/01/2014,20:25:00,20:35:00,Local,40.0
78,05401111111,1,05404444444,17/01/2014,17/01/2014,09:55:00,10:05:00,Local,40.0
79,05401111111,1,05404444444,04/02/2014,04/02/2014,12:30:00,12:40:00,Local,40.0
80,05401111111,1,05404444444,20/02/2014,20/02/2014,20:30:00,20:40:00,Local,40.0
81,05401111111,0,05404444444,15/02/2014,15/02/2014,08:40:00,08:50:00,Local,40.0
82,05401111111,1,07931444444,02/01/2014,02/01/2014,18:15:00,18:18:00,Mobile,75.0
83,05401111111,1,08703774444,02/02/2014,02/02/2014,15:45:00,15:56:00,National,44.0
84,05401111111,1,07931444444,05/02/2014,05/02/2014,19:40:00,19:43:00,Mobile,75.0
85,05401111111,1,05404444444,02/02/2014,02/02/2014,10:25:00,10:46:00,Local,21.0
86,05401111111,0,05404444444,15/02/2014,15/02/2014,17:25:00,17:35:00,Local,40.0
87,05401111111,0,05404444444,20/01/2014,20/01/2014,22:10:00,22:31:00,Local,21.0
88,05401111111,0,05404444444,18/02/2014,18/02/2014,19:10:00,19:22:00,Local,48.0
89,05401111111,0,07931444444,24/01/2014,24/01/2014,18:55:00,19:00:00,Mobile,125.0
90,05401111111,1,05404444444,17/01/2014,17/01/2014,14:25:00,14:37:00,Local,48.0
91,05401111111,1,05404444444,31/01/2014,31/01/2014,22:30:00,22:42:00,Local,48.0
92,05401111111,0,05404444444,09/02/2014,09/02/2014,18:50:00,19:16:00,Local,26.0
93,05401111111,1,05404444444,31/01/2014,31/01/2014,21:45:00,21:57:00,Local,48.0
94,05401111111,1,05404444444,21/01/2014,21/01/2014,18:15:00,18:27:00,Local,48.0
95,05401111111,0,05404444444,09/02/2014,09/02/2014,13:30:00,13:56:00,Local,26.0
96,05401111111,0,05404444444,26/01/2014,26/01/2014,17:00:00,17:26:00,Local,26.0
97,05401111111,1,07931444444,04/01/2014,04/01/2014,16:50:00,16:55:00,Mobile,125.0
98,05401111111,0,07931444444,22/02/2014,22/02/2014,18:35:00,18:40:00,Mobile,125.0
99,05401111111,0,22844444444,22/02/2014,22/02/2014,00:55:00,01:08:00,Intl,390.0
100,05401111111,1,08703774444,13/02/2014,13/02/2014,21:00:00,21:07:00,National,56.0
101,05401111111,0,05404444444,23/02/2014,23/02/2014,19:00:00,19:26:00,Local,26.0
102,05401111111,1,05404444444,13/01/2014,13/01/2014,15:50:00,16:16:00,Local,26.0
103,05401111111,0,08703774444,13/02/2014,13/02/2014,21:45:00,21:52:00,National,56.0
104,05401111111,0,07931444444,29/01/2014,29/01/2014,21:25:00,21:30:00,Mobile,125.0
105,05401111111,0,05404444444,20/01/2014,20/01/2014,12:50:00,13:16:00,Local,26.0
106,05401111111,0,05404444444,03/02/2014,03/02/2014,15:15:00,15:41:00,Local,26.0
107,05401111111,1,05404444444,04/01/2014,04/01/2014,19:30:00,19:42:00,Local,48.0
108,05401111111,1,05404444444,30/12/2013,30/12/2013,17:55:00,18:21:00,Local,26.0
109,05401111111,0,05404444444,10/01/2014,10/01/2014,20:35:00,20:47:00,Local,48.0
110,05401111111,1,05404444444,11/01/2014,11/01/2014,20:30:00,20:42:00,Local,48.0
111,05401111111,0,07931444444,07/02/2014,07/02/2014,20:15:00,20:20:00,Mobile,125.0
112,05401111111,0,05404444444,01/02/2014,01/02/2014,18:40:00,18:52:00,Local,48.0
113,05401111111,0,05404444444,17/02/2014,17/02/2014,19:40:00,20:06:00,Local,26.0
114,05401111111,1,22844444444,22/02/2014,22/02/2014,05:50:00,06:03:00,Intl,390.0
115,05401111111,1,05404444444,01/01/2014,01/01/2014,02:30:00,02:42:00,Local,48.0
116,05401111111,0,07931444444,03/02/2014,03/02/2014,15:45:00,15:54:00,Mobile,135.0
117,05401111111,0,05404444444,23/02/2014,23/02/2014,04:30:00,04:56:00,Local,26.0
118,05401111111,0,08002262444,26/01/2014,26/01/2014,14:05:00,14:12:00,Free,0.0
119,05401111111,0,05404444444,01/02/2014,01/02/2014,16:05:00,16:17:00,Local,48.0
120,05401111111,0,05404444444,16/02/2014,16/02/2014,12:40:00,13:06:00,Local,26.0
121,05401111111,0,07931444444,16/01/2014,16/01/2014,19:45:00,19:50:00,Mobile,125.0
122,05401111111,1,05404444444,16/01/2014,16/01/2014,15:40:00,15:52:00,Local,48.0
123,05401111111,1,05404444444,26/01/2014,26/01/2014,12:40:00,13:06:00,Local,26.0
124,05401111111,1,08703774444,20/02/2014,20/02/2014,18:10:00,18:17:00,National,56.0
125,05401111111,0,05404444444,22/02/2014,22/02/2014,04:20:00,04:32:00,Local,48.0
126,05401111111,0,05404444444,16/01/2014,16/01/2014,19:55:00,20:07:00,Local,48.0
127,05401111111,1,08703774444,19/01/2014,19/01/2014,20:55:00,21:08:00,National,52.0
128,05401111111,1,05404444444,02/01/2014,02/01/2014,19:55:00,20:07:00,Local,48.0
129,05401111111,0,05404444444,23/02/2014,23/02/2014,08:20:00,08:46:00,Local,26.0
130,05401111111,0,05404444444,11/02/2014,11/02/2014,21:45:00,21:57:00,Local,48.0
131,05401111111,0,05404444444,06/01/2014,06/01/2014,15:20:00,15:46:00,Local,26.0
132,05401111111,0,05404444444,19/02/2014,19/02/2014,21:20:00,21:32:00,Local,48.0
133,05401111111,1,05404444444,02/01/2014,02/01/2014,19:10:00,19:22:00,Local,48.0
134,05401111111,1,05404444444,11/01/2014,11/01/2014,07:05:00,07:17:00,Local,48.0
135,05401111111,0,05404444444,01/01/2014,01/01/2014,19:35:00,19:47:00,Local,48.0
136,05401111111,1,05404444444,03/02/2014,03/02/2014,19:35:00,20:01:00,Local,26.0
137,05401111111,1,05404444444,10/02/2014,10/02/2014,15:50:00,16:16:00,Local,26.0
138,05401111111,1,08703774444,07/01/2014,07/01/2014,21:25:00,21:32:00,National,56.0
139,05401111111,1,05404444444,04/01/2014,04/01/2014,19:45:00,19:57:00,Local,48.0
140,05401111111,1,05404444444,07/02/2014,07/02/2014,19:15:00,19:27:00,Local,48.0
141,05401111111,0,05404444444,05/02/2014,05/02/2014,19:45:00,19:57:00,Local,48.0
142,05401111111,1,05404444444,04/01/2014,05/01/2014,23:55:00,00:07:00,Local,48.0
143,05401111111,0,08703774444,31/01/2014,31/01/2014,20:05:00,20:12:00,National,56.0
144,05401111111,1,05404444444,25/01/2014,25/01/2014,20:30:00,20:42:00,Local,48.0
145,05401111111,1,05404444444,18/01/2014,18/01/2014,18:25:00,18:37:00,Local,48.0
146,05401111111,0,07931444444,12/01/2014,12/01/2014,19:50:00,19:59:00,Mobile,135.0
147,05401111111,1,07931444444,01/01/2014,01/01/2014,16:20:00,16:25:00,Mobile,125.0
148,05401111111,1,05404444444,16/02/2014,16/02/2014,14:50:00,15:16:00,Local,26.0
149,05401111111,0,05404444444,16/01/2014,16/01/2014,09:10:00,09:22:00,Local,48.0
150,05401111111,1,08703774444,16/02/2014,16/02/2014,22:35:00,22:48:00,National,52.0
151,05401111111,1,05404444444,26/01/2014,26/01/2014,19:55:00,20:21:00,Local,26.0
152,05401111111,0,07931444444,30/12/2013,30/12/2013,16:45:00,16:54:00,Mobile,135.0
153,05401111111,1,05404444444,12/02/2014,12/02/2014,18:25:00,18:37:00,Local,48.0
154,05401111111,1,05404444444,16/01/2014,16/01/2014,21:50:00,22:02:00,Local,48.0
155,05401111111,0,05404444444,10/02/2014,10/02/2014,19:00:00,19:26:00,Local,26.0
156,05401111111,0,05404444444,29/01/2014,29/01/2014,02:05:00,02:28:00,Local,92.0
157,05401111111,0,05404444444,09/02/2014,09/02/2014,22:35:00,23:22:00,Local,47.0
158,05401111111,0,05404444444,23/02/2014,23/02/2014,15:30:00,16:17:00,Local,47.0
159,05401111111,0,05404444444,05/02/2014,05/02/2014,22:10:00,22:33:00,Local,92.0
160,05401111111,1,05404444444,19/01/2014,19/01/2014,14:35:00,15:22:00,Local,47.0
161,05401111111,0,05404444444,27/01/2014,27/01/2014,22:10:00,22:57:00,Local,47.0
162,05401111111,0,05404444444,16/01/2014,16/01/2014,20:40:00,21:03:00,Local,92.0
163,05401111111,0,08703774444,22/02/2014,22/02/2014,12:20:00,12:38:00,National,144.0
164,05401111111,1,05404444444,29/01/2014,29/01/2014,15:30:00,15:53:00,Local,92.0
165,05401111111,1,05404444444,20/01/2014,20/01/2014,15:30:00,16:17:00,Local,47.0
166,05401111111,1,05404444444,27/01/2014,27/01/2014,13:10:00,13:57:00,Local,47.0
167,05401111111,1,05404444444,08/02/2014,08/02/2014,17:30:00,17:53:00,Local,92.0
168,05401111111,0,05404444444,04/02/2014,04/02/2014,13:50:00,14:13:00,Local,92.0
169,05401111111,1,07931444444,22/01/2014,22/01/2014,13:15:00,13:31:00,Mobile,400.0
170,05401111111,1,05404444444,30/01/2014,30/01/2014,18:40:00,19:03:00,Local,92.0
171,05401111111,1,05404444444,09/02/2014,09/02/2014,17:20:00,18:07:00,Local,47.0
172,05401111111,0,08703774444,29/01/2014,29/01/2014,16:50:00,17:08:00,National,144.0
173,05401111111,0,07931444444,13/02/2014,13/02/2014,19:15:00,19:31:00,Mobile,400.0
174,05401111111,1,05404444444,14/01/2014,14/01/2014,20:00:00,20:23:00,Local,92.0
175,05401111111,1,22844444444,02/02/2014,02/02/2014,13:55:00,14:24:00,Intl,725.0
176,05401111111,0,05404444444,31/01/2014,31/01/2014,20:40:00,21:03:00,Local,92.0
177,05401111111,1,05404444444,04/02/2014,04/02/2014,19:40:00,20:03:00,Local,92.0
178,05401111111,0,05404444444,03/01/2014,03/01/2014,19:35:00,19:58:00,Local,92.0
179,05401111111,1,05404444444,13/01/2014,13/01/2014,18:15:00,19:02:00,Local,47.0
180,05401111111,0,08703774444,05/01/2014,05/01/2014,20:30:00,20:54:00,National,96.0
181,05401111111,1,07931444444,18/02/2014,18/02/2014,18:10:00,18:26:00,Mobile,400.0
182,05401111111,1,05404444444,17/02/2014,17/02/2014,13:20:00,14:07:00,Local,47.0
183,05401111111,1,05404444444,05/01/2014,05/01/2014,15:55:00,16:42:00,Local,47.0
184,05401111111,1,05404444444,21/01/2014,21/01/2014,19:40:00,20:03:00,Local,92.0
185,05401111111,1,08703774444,18/01/2014,18/01/2014,21:55:00,22:13:00,National,144.0
186,05401111111,1,05404444444,05/02/2014,05/02/2014,06:15:00,06:38:00,Local,92.0
187,05401111111,0,05404444444,19/01/2014,19/01/2014,12:05:00,12:52:00,Local,47.0
188,05401111111,0,05404444444,18/01/2014,18/01/2014,22:30:00,22:53:00,Local,92.0
189,05401111111,0,05404444444,06/01/2014,06/01/2014,15:55:00,16:42:00,Local,47.0
190,05401111111,1,05404444444,08/01/2014,08/01/2014,17:50:00,18:13:00,Local,92.0
191,05401111111,0,05404444444,19/02/2014,19/02/2014,21:40:00,22:03:00,Local,92.0
192,05401111111,0,05404444444,18/01/2014,18/01/2014,15:05:00,15:28:00,Local,92.0
193,05401111111,0,05404444444,12/01/2014,12/01/2014,13:30:00,14:17:00,Local,47.0
194,05401111111,0,05404444444,13/02/2014,13/02/2014,17:45:00,18:08:00,Local,92.0
195,05401111111,0,05404444444,17/01/2014,17/01/2014,17:00:00,17:23:00,Local,92.0
196,05401111111,0,05404444444,12/01/2014,12/01/2014,21:00:00,21:47:00,Local,47.0
197,05401111111,1,08703774444,10/01/2014,10/01/2014,19:35:00,19:53:00,National,144.0
198,05401111111,1,07931444444,20/01/2014,20/01/2014,15:00:00,15:26:00,Mobile,390.0
199,05401111111,0,07931444444,22/01/2014,22/01/2014,17:55:00,18:11:00,Mobile,400.0
200,05401111111,1,07931444444,23/02/2014,23/02/2014,19:55:00,20:21:00,Mobile,390.0
201,05401111111,0,05404444444,27/01/2014,27/01/2014,16:00:00,16:47:00,Local,47.0
202,05401111111,0,07931444444,03/01/2014,03/01/2014,21:25:00,21:41:00,Mobile,400.0
203,05401111111,1,08703774444,06/01/2014,06/01/2014,19:55:00,20:19:00,National,96.0
204,05401111111,1,05404444444,08/01/2014,08/01/2014,20:45:00,21:08:00,Local,92.0
205,05401111111,1,07931444444,10/01/2014,10/01/2014,00:40:00,00:56:00,Mobile,400.0
206,05401111111,0,07931444444,31/01/2014,31/01/2014,10:20:00,10:36:00,Mobile,400.0
207,05401111111,0,05404444444,04/02/2014,04/02/2014,21:45:00,22:08:00,Local,92.0
208,05401111111,0,05404444444,05/02/2014,05/02/2014,06:50:00,07:13:00,Local,92.0
209,05401111111,0,07931444444,20/02/2014,20/02/2014,19:50:00,20:06:00,Mobile,400.0
210,05401111111,1,05404444444,19/02/2014,19/02/2014,18:05:00,18:28:00,Local,92.0
211,05401111111,0,05404444444,03/01/2014,03/01/2014,15:50:00,16:13:00,Local,92.0
212,05401111111,1,07931444444,30/12/2013,30/12/2013,18:50:00,19:16:00,Mobile,390.0
213,05401111111,1,05404444444,09/02/2014,09/02/2014,16:20:00,17:07:00,Local,47.0
214,05401111111,0,05404444444,02/01/2014,02/01/2014,15:15:00,15:38:00,Local,92.0
215,05401111111,0,05404444444,21/01/2014,21/01/2014,13:15:00,13:38:00,Local,92.0
216,05401111111,0,05404444444,13/01/2014,13/01/2014,13:55:00,14:42:00,Local,47.0
217,05401111111,1,05404444444,14/02/2014,14/02/2014,18:30:00,18:53:00,Local,92.0
0,05401111111,0,08451903333,06/01/2014,06/01/2014,15:10:00,15:29:00,National,76.0
1,05401111111,0,05403333333,26/01/2014,26/01/2014,14:10:00,14:39:00,Local,29.0
2,05401111111,1,05403333333,27/01/2014,27/01/2014,18:35:00,19:04:00,Local,29.0
3,05401111111,0,07768333333,05/02/2014,05/02/2014,18:25:00,18:29:00,Mobile,100.0
4,05401111111,0,08451903333,17/02/2014,17/02/2014,12:05:00,12:24:00,National,76.0
5,05401111111,1,05403333333,05/01/2014,05/01/2014,19:55:00,20:25:00,Local,30.0
6,05401111111,1,08451903333,14/01/2014,14/01/2014,19:45:00,19:52:00,National,56.0
7,05401111111,1,05403333333,25/01/2014,25/01/2014,12:55:00,13:09:00,Local,56.0
8,05401111111,0,07768333333,30/12/2013,30/12/2013,18:40:00,18:50:00,Mobile,150.0
9,05401111111,0,07768333333,21/01/2014,21/01/2014,20:45:00,20:49:00,Mobile,100.0
10,05401111111,1,08451903333,08/01/2014,08/01/2014,19:00:00,19:07:00,National,56.0
11,05401111111,0,05403333333,01/02/2014,01/02/2014,18:00:00,18:14:00,Local,56.0
12,05401111111,0,08451903333,10/01/2014,10/01/2014,02:05:00,02:12:00,National,56.0
13,05401111111,0,05403333333,12/02/2014,12/02/2014,11:00:00,11:14:00,Local,56.0
14,05401111111,1,07768333333,28/01/2014,28/01/2014,19:55:00,19:59:00,Mobile,100.0
15,05401111111,0,07768333333,18/01/2014,18/01/2014,18:00:00,18:04:00,Mobile,100.0
16,05401111111,0,05403333333,09/02/2014,09/02/2014,19:00:00,19:30:00,Local,30.0
17,05401111111,1,08451903333,06/02/2014,06/02/2014,18:45:00,18:52:00,National,56.0
18,05401111111,0,05403333333,04/01/2014,04/01/2014,21:25:00,21:39:00,Local,56.0
19,05401111111,1,08451903333,18/02/2014,18/02/2014,17:40:00,17:47:00,National,56.0
20,05401111111,1,05403333333,20/02/2014,20/02/2014,18:10:00,18:24:00,Local,56.0
21,05401111111,0,07768333333,12/01/2014,12/01/2014,17:55:00,18:05:00,Mobile,150.0
22,05401111111,1,05403333333,10/02/2014,10/02/2014,02:50:00,03:20:00,Local,30.0
23,05401111111,1,67033333333,30/12/2013,30/12/2013,17:30:00,17:54:00,Intl,600.0
24,05401111111,0,05403333333,23/02/2014,23/02/2014,21:00:00,21:30:00,Local,30.0
25,05401111111,0,05403333333,20/01/2014,20/01/2014,19:35:00,20:05:00,Local,30.0
26,05401111111,0,05403333333,19/01/2014,19/01/2014,18:55:00,19:25:00,Local,30.0
27,05401111111,0,08451903333,05/02/2014,05/02/2014,15:00:00,15:07:00,National,56.0
28,05401111111,1,05403333333,23/02/2014,23/02/2014,11:55:00,12:25:00,Local,30.0
29,05401111111,1,67033333333,12/02/2014,12/02/2014,20:10:00,20:29:00,Intl,570.0
30,05401111111,1,05403333333,12/01/2014,12/01/2014,14:50:00,15:20:00,Local,30.0
31,05401111111,1,67033333333,19/01/2014,19/01/2014,19:40:00,20:04:00,Intl,600.0
32,05401111111,1,05403333333,20/01/2014,20/01/2014,20:30:00,21:00:00,Local,30.0
33,05401111111,0,05403333333,30/01/2014,30/01/2014,22:10:00,22:24:00,Local,56.0
34,05401111111,0,05403333333,25/01/2014,25/01/2014,02:45:00,02:59:00,Local,56.0
35,05401111111,1,05403333333,07/02/2014,07/02/2014,19:15:00,19:29:00,Local,56.0
36,05401111111,1,07768333333,03/02/2014,03/02/2014,17:40:00,17:50:00,Mobile,150.0
37,05401111111,1,05403333333,16/02/2014,16/02/2014,18:10:00,18:40:00,Local,30.0
38,05401111111,1,05403333333,08/01/2014,08/01/2014,13:35:00,13:49:00,Local,56.0
39,05401111111,1,08451903333,06/02/2014,06/02/2014,23:30:00,23:37:00,National,56.0
40,05401111111,0,07768333333,04/02/2014,04/02/2014,20:55:00,20:59:00,Mobile,100.0
41,05401111111,1,05403333333,01/02/2014,01/02/2014,19:30:00,19:44:00,Local,56.0
42,05401111111,0,05403333333,13/02/2014,13/02/2014,18:05:00,18:19:00,Local,56.0
43,05401111111,1,05403333333,02/01/2014,02/01/2014,21:05:00,21:19:00,Local,56.0
44,05401111111,0,05403333333,07/01/2014,07/01/2014,17:35:00,17:49:00,Local,56.0
45,05401111111,0,05403333333,17/02/2014,17/02/2014,18:10:00,18:40:00,Local,30.0
46,05401111111,1,08451903333,06/01/2014,06/01/2014,14:30:00,14:49:00,National,76.0
47,05401111111,1,05403333333,01/02/2014,01/02/2014,17:15:00,17:29:00,Local,56.0
48,05401111111,1,05403333333,05/02/2014,05/02/2014,14:10:00,14:24:00,Local,56.0
49,05401111111,1,05403333333,23/02/2014,23/02/2014,19:35:00,20:05:00,Local,30.0
50,05401111111,1,05403333333,12/01/2014,12/01/2014,18:10:00,18:40:00,Local,30.0
51,05401111111,0,07768333333,16/02/2014,16/02/2014,17:05:00,17:15:00,Mobile,150.0
52,05401111111,0,05403333333,30/12/2013,30/12/2013,16:25:00,16:55:00,Local,30.0
53,05401111111,1,08451903333,02/02/2014,02/02/2014,14:40:00,14:59:00,National,76.0
54,05401111111,1,07768333333,16/02/2014,16/02/2014,20:05:00,20:15:00,Mobile,150.0
55,05401111111,0,05403333333,18/02/2014,18/02/2014,21:40:00,21:54:00,Local,56.0
56,05401111111,0,05403333333,11/01/2014,11/01/2014,12:35:00,12:49:00,Local,56.0
57,05401111111,0,07768333333,03/02/2014,03/02/2014,04:45:00,04:55:00,Mobile,150.0
58,05401111111,0,05403333333,21/02/2014,21/02/2014,19:15:00,19:29:00,Local,56.0
59,05401111111,1,05403333333,20/01/2014,20/01/2014,01:40:00,02:10:00,Local,30.0
60,05401111111,1,07768333333,25/01/2014,25/01/2014,11:40:00,11:44:00,Mobile,100.0
61,05401111111,1,05403333333,20/02/2014,20/02/2014,21:35:00,21:49:00,Local,56.0
62,05401111111,0,05403333333,13/02/2014,13/02/2014,17:25:00,17:39:00,Local,56.0
63,05401111111,1,07768333333,23/02/2014,23/02/2014,17:30:00,17:40:00,Mobile,150.0
64,05401111111,1,05403333333,11/01/2014,11/01/2014,11:25:00,11:39:00,Local,56.0
65,05401111111,0,08451903333,21/02/2014,21/02/2014,18:15:00,18:22:00,National,56.0
66,05401111111,0,05403333333,13/02/2014,13/02/2014,19:10:00,19:24:00,Local,56.0
67,05401111111,0,05403333333,05/01/2014,05/01/2014,17:15:00,17:44:00,Local,29.0
68,05401111111,1,07768333333,24/01/2014,24/01/2014,19:40:00,19:44:00,Mobile,100.0
69,05401111111,1,05403333333,16/02/2014,16/02/2014,13:15:00,13:44:00,Local,29.0
70,05401111111,0,05403333333,16/02/2014,16/02/2014,14:50:00,15:19:00,Local,29.0
71,05401111111,0,05403333333,18/01/2014,18/01/2014,20:45:00,20:59:00,Local,56.0
72,05401111111,0,05403333333,19/02/2014,19/02/2014,18:35:00,18:49:00,Local,56.0
73,05401111111,0,07768333333,17/01/2014,17/01/2014,18:45:00,18:49:00,Mobile,100.0
74,05401111111,1,07768333333,01/02/2014,01/02/2014,16:50:00,16:54:00,Mobile,100.0
75,05401111111,1,05403333333,31/01/2014,31/01/2014,20:45:00,20:59:00,Local,56.0
76,05401111111,1,05403333333,17/02/2014,17/02/2014,14:50:00,15:19:00,Local,29.0
77,05401111111,1,67033333333,09/02/2014,09/02/2014,15:15:00,15:39:00,Intl,600.0
78,05401111111,1,05403333333,06/02/2014,06/02/2014,04:45:00,04:59:00,Local,56.0
79,05401111111,1,05403333333,27/01/2014,27/01/2014,15:25:00,15:54:00,Local,29.0
80,05401111111,0,05403333333,07/01/2014,07/01/2014,20:00:00,20:14:00,Local,56.0
81,05401111111,0,05403333333,19/02/2014,19/02/2014,20:00:00,20:14:00,Local,56.0
82,05401111111,1,05403333333,12/01/2014,12/01/2014,16:20:00,16:49:00,Local,29.0
83,05401111111,0,07768333333,21/02/2014,21/02/2014,20:20:00,20:24:00,Mobile,100.0
84,05401111111,0,05403333333,02/01/2014,02/01/2014,18:05:00,18:19:00,Local,56.0
85,05401111111,1,05403333333,07/01/2014,07/01/2014,21:30:00,21:44:00,Local,56.0
86,05401111111,1,05403333333,23/02/2014,23/02/2014,16:55:00,17:24:00,Local,29.0
87,05401111111,0,05403333333,20/01/2014,20/01/2014,16:50:00,17:19:00,Local,29.0
88,05401111111,1,07768333333,03/02/2014,03/02/2014,20:55:00,21:04:00,Mobile,135.0
89,05401111111,1,05403333333,16/02/2014,16/02/2014,16:05:00,16:34:00,Local,29.0
90,05401111111,1,07768333333,22/01/2014,22/01/2014,20:30:00,20:34:00,Mobile,100.0
91,05401111111,0,05403333333,22/02/2014,22/02/2014,16:45:00,16:59:00,Local,56.0
92,05401111111,1,05403333333,16/01/2014,16/01/2014,21:50:00,22:04:00,Local,56.0
93,05401111111,0,05403333333,19/02/2014,19/02/2014,05:10:00,05:24:00,Local,56.0
94,05401111111,0,05403333333,21/01/2014,21/01/2014,16:10:00,16:24:00,Local,56.0
95,05401111111,0,05403333333,16/01/2014,16/01/2014,19:30:00,19:44:00,Local,56.0
96,05401111111,0,05403333333,05/01/2014,05/01/2014,18:45:00,19:14:00,Local,29.0
97,05401111111,1,07768333333,24/01/2014,24/01/2014,20:05:00,20:09:00,Mobile,100.0
98,05401111111,1,08451903333,06/01/2014,06/01/2014,13:10:00,13:29:00,National,76.0
99,05401111111,1,05403333333,15/02/2014,15/02/2014,15:35:00,15:49:00,Local,56.0
100,05401111111,0,67033333333,17/01/2014,17/01/2014,17:15:00,17:34:00,Intl,570.0
101,05401111111,1,07768333333,08/02/2014,08/02/2014,21:35:00,21:39:00,Mobile,100.0
102,05401111111,0,05403333333,07/01/2014,07/01/2014,20:15:00,20:29:00,Local,56.0
103,05401111111,1,07768333333,06/02/2014,06/02/2014,12:15:00,12:19:00,Mobile,100.0
104,05401111111,0,07768333333,11/02/2014,11/02/2014,20:55:00,20:59:00,Mobile,100.0
105,05401111111,1,05403333333,13/01/2014,13/01/2014,19:15:00,19:44:00,Local,29.0
106,05401111111,0,05403333333,27/01/2014,27/01/2014,12:45:00,13:14:00,Local,29.0
107,05401111111,1,05403333333,26/01/2014,26/01/2014,16:50:00,17:19:00,Local,29.0
108,05401111111,0,05403333333,05/02/2014,05/02/2014,19:20:00,19:34:00,Local,56.0
109,05401111111,0,67033333333,23/02/2014,23/02/2014,17:50:00,18:14:00,Intl,600.0
110,05401111111,1,05403333333,22/01/2014,22/01/2014,20:10:00,20:24:00,Local,56.0
111,05401111111,1,05403333333,20/02/2014,20/02/2014,16:25:00,16:39:00,Local,56.0
112,05401111111,1,07768333333,01/01/2014,01/01/2014,20:55:00,20:59:00,Mobile,100.0
113,05401111111,0,05403333333,19/01/2014,19/01/2014,17:00:00,17:29:00,Local,29.0
114,05401111111,0,05403333333,16/02/2014,16/02/2014,20:20:00,20:49:00,Local,29.0
115,05401111111,0,07768333333,10/01/2014,10/01/2014,07:30:00,07:34:00,Mobile,100.0
116,05401111111,0,07768333333,19/02/2014,19/02/2014,01:25:00,01:29:00,Mobile,100.0
117,05401111111,1,05403333333,12/02/2014,12/02/2014,02:45:00,02:59:00,Local,56.0
118,05401111111,0,05403333333,09/02/2014,09/02/2014,21:55:00,22:24:00,Local,29.0
119,05401111111,0,07768333333,18/01/2014,18/01/2014,06:25:00,06:29:00,Mobile,100.0
120,05401111111,1,07768333333,02/02/2014,02/02/2014,15:35:00,15:44:00,Mobile,135.0
121,05401111111,1,05403333333,30/12/2013,30/12/2013,13:00:00,13:31:00,Local,31.0
122,05401111111,0,07768333333,28/01/2014,28/01/2014,21:50:00,21:55:00,Mobile,125.0
0,01697044444,0,01695555555,30/12/2013,30/12/2013,17:20:00,17:57:00,Local,37.0
1,01697044444,0,01695555555,07/02/2014,07/02/2014,20:00:00,20:18:00,Local,72.0
2,01697044444,1,01695555555,20/02/2014,20/02/2014,18:55:00,19:13:00,Local,72.0
3,01697044444,0,01695555555,29/01/2014,29/01/2014,18:45:00,19:03:00,Local,72.0
4,01697044444,1,01695555555,12/01/2014,12/01/2014,01:25:00,02:02:00,Local,37.0
5,01697044444,1,01695555555,19/01/2014,19/01/2014,14:45:00,15:22:00,Local,37.0
6,01697044444,0,01695555555,29/01/2014,29/01/2014,20:45:00,21:09:00,Local,96.0
7,01697044444,0,01695555555,13/01/2014,13/01/2014,15:50:00,16:39:00,Local,49.0
8,01697044444,0,08456105555,16/01/2014,16/01/2014,20:10:00,20:26:00,National,128.0
9,01697044444,1,01695555555,21/02/2014,21/02/2014,11:25:00,11:49:00,Local,96.0
10,01697044444,1,01695555555,14/02/2014,14/02/2014,16:10:00,16:34:00,Local,96.0
11,01697044444,1,08456105555,30/12/2013,30/12/2013,16:10:00,16:41:00,National,124.0
12,01697044444,1,01695555555,15/02/2014,15/02/2014,20:45:00,21:09:00,Local,96.0
13,01697044444,1,01695555555,01/02/2014,01/02/2014,16:45:00,17:09:00,Local,96.0
14,01697044444,1,07748555555,03/02/2014,03/02/2014,17:30:00,17:54:00,Mobile,360.0
15,01697044444,1,08456105555,13/02/2014,13/02/2014,16:50:00,17:06:00,National,128.0
16,01697044444,1,01695555555,23/02/2014,23/02/2014,15:40:00,16:29:00,Local,49.0
17,01697044444,1,08456105555,05/01/2014,05/01/2014,19:35:00,20:06:00,National,124.0
18,01697044444,1,01695555555,20/02/2014,20/02/2014,20:45:00,21:09:00,Local,96.0
19,01697044444,0,07748555555,21/01/2014,21/01/2014,00:15:00,00:28:00,Mobile,325.0
20,01697044444,0,01695555555,11/02/2014,11/02/2014,15:30:00,15:54:00,Local,96.0
21,01697044444,1,01695555555,09/01/2014,09/01/2014,19:50:00,20:14:00,Local,96.0
22,01697044444,1,01695555555,05/01/2014,05/01/2014,20:35:00,21:24:00,Local,49.0
23,01697044444,0,59955555555,29/01/2014,29/01/2014,16:30:00,17:01:00,Intl,930.0
24,01697044444,1,01695555555,07/02/2014,07/02/2014,18:40:00,19:04:00,Local,96.0
25,01697044444,1,07748555555,22/02/2014,22/02/2014,18:00:00,18:13:00,Mobile,325.0
